Id,First Emotion,Second Emotion,Third Emotion,anger,contempt,disgust,fear,disappointment,shame,regret,sadness,compassion,relief,admiration,love,contentment,joy,pride,amusement,interest
1759,,,,1,2,3,1,4,4,1,1,2,3,1,4,2,2,3,2,0
1760,,,,2,3,1,1,3,3,1,4,2,3,4,2,1,1,0,1,4
1761,,,,1,0,3,4,1,3,1,0,3,3,3,2,2,2,2,3,2
1762,,,,1,1,4,0,0,3,2,1,0,3,2,3,0,4,2,1,2
1763,,,,2,4,2,3,0,1,2,1,1,2,3,4,4,4,2,0,3
1764,,,,4,4,0,3,1,2,2,4,3,0,4,1,0,0,1,1,1
1765,,,,3,1,3,2,0,2,1,1,4,1,1,3,1,1,4,2,1
1766,,,,2,4,2,1,1,0,4,0,4,2,4,2,0,1,1,4,4
1767,,,,0,1,1,3,4,4,4,4,4,3,0,4,3,0,0,0,3
1768,,,,3,1,4,1,2,3,3,0,3,2,2,1,0,0,3,4,3
1769,,,,3,2,1,1,2,3,1,1,1,4,3,0,3,2,4,1,0
1770,,,,0,3,2,4,4,0,3,3,4,2,3,0,2,4,2,2,0
1771,,,,0,3,4,4,0,1,0,0,4,3,4,4,0,4,3,2,3
1772,,,,4,1,3,1,2,3,3,4,0,1,3,3,4,3,3,3,0
1773,,,,0,3,0,4,4,2,1,4,2,0,2,4,0,4,1,1,0
1774,,,,4,3,4,1,0,2,3,3,2,1,2,1,0,2,3,4,0
1775,,,,2,2,4,3,0,4,2,1,4,2,4,0,1,2,3,1,2
1776,,,,1,0,0,4,3,3,3,0,0,3,1,1,2,4,3,1,3
1777,,,,4,2,3,4,0,2,0,0,1,1,1,1,3,1,0,4,2
1778,,,,4,2,2,0,2,0,0,1,1,0,3,2,2,0,1,3,3
1779,,,,1,2,4,2,1,2,0,1,0,2,3,3,1,1,0,0,0
1780,,,,0,4,1,2,0,0,0,2,2,0,3,4,3,4,2,4,1
1781,,,,4,4,2,0,2,4,4,1,4,0,3,3,3,1,1,0,4
1782,,,,3,1,2,0,1,0,2,1,2,0,4,0,0,2,1,2,2
1783,,,,1,1,2,1,2,4,0,1,1,2,4,4,0,0,2,1,0
1784,,,,1,0,0,1,0,1,0,1,1,4,4,1,4,3,1,1,4
1785,,,,2,3,2,0,2,2,3,1,0,2,1,2,0,2,2,1,4
1786,,,,2,0,1,1,0,3,4,2,0,3,0,4,4,2,3,1,1
1787,,,,0,2,1,3,2,4,1,2,4,1,3,0,1,3,4,3,4
1788,,,,2,0,3,1,0,4,1,1,3,0,2,2,1,0,1,4,2
1789,,,,1,1,3,3,2,0,4,3,3,3,1,2,3,4,1,4,1
1790,,,,0,1,3,2,2,0,2,4,3,0,2,3,2,2,3,2,4
1791,,,,0,2,1,1,1,1,2,2,1,1,2,4,2,1,1,2,1
1792,,,,2,4,1,2,2,2,2,0,4,0,1,3,1,1,0,3,2
1793,,,,0,1,2,4,0,3,0,2,2,0,0,0,4,2,2,4,4
1794,,,,3,0,4,4,3,1,0,0,4,3,0,4,2,2,3,4,2
1795,,,,0,0,0,3,3,4,4,3,1,0,0,0,0,1,1,3,0
1796,,,,2,3,0,1,1,0,0,1,4,3,0,2,0,3,2,3,3
1797,,,,3,1,4,2,4,1,1,1,3,3,0,3,0,4,4,0,2
1798,,,,2,2,0,1,3,1,0,3,3,2,0,0,3,1,2,3,3
1799,,,,2,4,3,2,0,1,3,0,1,3,2,0,3,2,0,1,2
1800,,,,2,3,2,0,1,0,3,3,3,3,4,1,1,0,3,0,1
1801,,,,1,0,2,3,3,4,4,4,4,1,0,3,0,2,3,0,2
1802,,,,4,4,0,0,0,0,4,2,4,1,3,3,1,3,0,0,2
1803,,,,0,1,3,3,2,3,2,0,4,1,4,0,2,1,4,4,4
1804,,,,1,2,3,3,4,3,4,0,4,2,0,1,0,1,0,2,1
1805,,,,3,1,3,2,4,3,4,1,1,3,1,2,2,3,3,2,1
1806,,,,2,3,2,2,3,3,0,4,4,2,0,3,0,3,1,0,4
1807,,,,0,3,1,1,1,0,0,1,1,0,0,4,1,3,4,1,0
1808,,,,3,3,3,2,1,2,2,3,2,1,0,2,3,2,3,1,4
1809,,,,0,2,1,4,0,1,3,2,2,2,3,4,4,4,3,4,4
1810,,,,4,4,3,0,3,3,4,1,2,0,1,3,4,2,0,4,2
1811,,,,4,4,0,4,1,1,2,3,4,2,0,2,4,0,0,4,3
1812,,,,1,4,2,2,3,0,0,2,0,3,1,1,0,3,4,2,4
1813,,,,1,2,3,1,0,0,3,2,2,3,0,1,1,4,1,4,0
1814,,,,0,4,4,4,4,3,1,1,4,3,0,4,2,2,4,4,4
1815,,,,3,3,1,2,2,0,1,3,1,1,2,2,1,2,2,0,2
1816,,,,1,3,0,3,3,2,1,3,4,3,4,3,4,1,1,1,4
1817,,,,0,0,2,4,3,2,0,0,2,1,2,4,3,1,0,1,4
1818,,,,3,0,2,1,3,0,3,0,1,1,2,0,0,3,4,2,4
1819,,,,2,4,0,1,2,4,1,4,3,1,1,4,1,1,3,0,4
1820,,,,3,1,3,4,4,4,3,1,2,1,0,3,3,3,0,4,1
1821,,,,0,4,0,0,2,3,1,0,0,2,4,4,2,1,1,4,4
1822,,,,0,3,2,1,0,2,4,1,0,3,1,1,2,1,2,2,1
1823,,,,2,0,3,3,4,2,0,2,0,1,4,4,0,3,1,1,1
1824,,,,0,4,0,0,3,2,1,3,1,2,0,1,4,4,2,3,0
1825,,,,3,1,2,2,1,2,2,4,0,2,0,2,3,4,4,0,2
1826,,,,2,3,2,4,2,0,4,4,3,3,0,3,2,2,2,3,0
1827,,,,2,3,4,1,0,0,2,0,2,2,3,3,4,1,3,4,2
1828,,,,2,1,2,3,1,1,3,0,4,1,1,1,1,0,4,1,3
1829,,,,2,0,4,0,2,0,1,1,0,2,0,2,0,3,3,1,0
1830,,,,1,0,1,4,0,2,3,1,0,0,2,3,0,0,1,2,0
1831,,,,3,3,3,2,3,2,4,2,4,3,4,3,2,1,4,2,2
1832,,,,4,0,4,2,1,4,4,3,0,4,4,0,4,1,0,4,1
1833,,,,4,4,1,1,3,4,4,0,1,4,0,1,4,0,1,1,1
1834,,,,1,3,4,1,4,0,1,2,4,0,0,4,4,0,4,2,3
1835,,,,0,3,0,1,0,4,2,3,1,0,4,3,4,4,0,1,4
1836,,,,2,2,0,1,2,4,1,4,4,3,1,1,1,0,2,4,4
1837,,,,3,0,3,1,2,2,0,1,2,2,3,0,1,2,0,3,2
1838,,,,0,4,2,2,2,2,3,1,4,2,1,3,1,2,0,4,4
1839,,,,3,4,0,4,1,4,4,4,1,3,4,3,0,0,4,3,3
1840,,,,3,3,1,1,3,4,2,2,4,3,3,2,3,4,1,2,0
1841,,,,2,1,1,1,2,2,4,3,0,3,2,2,2,4,1,1,2
1842,,,,2,3,1,4,2,1,1,0,0,1,4,4,4,4,4,0,4
1843,,,,0,2,2,1,4,3,0,1,2,2,2,2,3,4,3,4,2
1844,,,,4,2,3,1,2,2,3,1,1,0,3,4,1,3,3,0,4
1845,,,,0,2,3,0,4,2,1,3,1,1,4,0,3,1,1,1,2
1846,,,,0,1,1,0,0,2,1,0,2,4,3,3,4,4,1,0,0
1847,,,,1,1,2,4,4,0,4,2,1,1,4,2,1,2,1,3,2
1848,,,,2,2,3,0,4,0,1,1,4,0,0,3,3,2,3,3,0
1849,,,,2,2,4,3,2,1,4,3,4,2,3,4,3,1,3,2,0
1850,,,,3,0,1,1,3,4,4,2,1,4,2,4,3,0,1,4,2
1851,,,,2,1,3,3,0,3,0,3,0,4,1,3,4,2,1,0,1
1852,,,,0,4,0,4,3,2,0,3,1,1,2,1,4,4,0,1,2
1853,,,,1,4,1,3,0,0,2,2,3,1,2,4,1,0,0,0,1
1854,,,,3,2,4,1,4,1,4,2,0,2,2,1,0,2,3,2,0
1855,,,,2,2,2,4,4,4,4,4,1,1,1,2,4,0,2,3,4
1856,,,,0,4,4,4,0,2,4,4,0,4,4,1,4,2,3,4,0
1857,,,,3,0,3,2,1,0,4,0,3,4,2,1,0,4,1,0,4
1858,,,,1,2,0,2,4,0,4,1,0,2,4,2,3,1,2,1,1
1859,,,,1,3,2,3,4,0,3,1,4,0,0,2,0,3,2,4,3
1860,,,,4,4,2,0,3,2,1,1,2,0,2,0,1,0,1,4,3
1861,,,,2,2,3,2,3,2,3,1,1,1,3,0,3,4,4,4,2
1862,,,,2,3,2,0,1,1,4,4,4,2,2,3,3,0,1,3,2
1863,,,,2,1,3,0,4,1,3,2,3,4,3,1,2,2,0,1,2
1864,,,,1,0,0,3,4,2,4,4,2,2,1,1,4,1,0,4,1
1865,,,,3,1,2,1,1,0,3,0,1,0,2,4,0,1,4,1,2
1866,,,,2,0,2,2,0,2,3,0,0,4,1,4,3,1,0,0,0
1867,,,,0,1,3,0,3,4,0,2,0,0,3,4,0,1,2,3,0
1868,,,,1,0,1,4,2,2,4,4,0,3,2,2,0,2,4,4,1
1869,,,,2,4,0,3,3,3,0,4,1,1,2,4,2,2,1,3,1
1870,,,,3,3,2,3,2,4,0,3,2,4,1,2,2,2,0,3,2
1871,,,,2,2,0,4,4,1,3,4,1,1,1,2,3,3,1,2,3
1872,,,,1,1,1,4,3,1,2,3,3,3,3,0,1,4,1,1,2
1873,,,,0,4,4,0,0,3,1,3,3,4,0,3,2,2,3,0,4
1874,,,,2,4,2,2,4,3,0,3,4,4,3,4,3,0,2,4,3
1875,,,,3,0,3,4,4,4,2,3,2,0,2,2,4,3,4,4,3
1876,,,,4,4,1,2,0,0,3,4,4,2,4,2,1,4,2,2,1
1877,,,,4,3,4,2,3,0,1,0,1,1,1,4,2,3,2,4,4
1878,,,,4,2,0,2,2,1,3,0,0,4,0,4,4,2,2,0,0
1879,,,,3,1,3,2,3,1,4,0,4,2,0,0,0,3,2,3,4
1880,,,,0,3,0,4,2,3,1,3,4,0,0,2,1,2,0,2,1
1881,,,,0,0,1,0,2,2,3,1,1,4,2,3,3,2,0,0,2
1882,,,,2,0,4,2,3,3,0,2,2,1,0,3,3,1,0,0,3
1883,,,,0,4,0,4,4,2,0,1,0,4,3,1,4,3,3,4,0
1884,,,,0,0,4,0,4,2,3,1,0,2,3,0,3,3,2,2,2
1885,,,,2,2,0,0,4,4,0,4,1,3,4,0,0,0,0,1,2
1886,,,,4,3,2,0,2,3,3,4,4,0,1,4,0,3,2,3,2
1887,,,,2,4,4,4,0,4,2,3,2,0,2,0,4,1,3,3,1
1888,,,,3,2,4,2,4,4,4,3,0,0,3,2,4,2,4,4,4
1889,,,,2,2,3,3,3,1,1,2,0,4,4,0,1,2,4,2,4
1890,,,,1,0,0,1,1,3,2,4,4,0,4,0,4,2,2,2,1
1891,,,,4,1,2,1,2,2,4,2,0,3,0,1,0,1,1,3,4
1892,,,,3,3,4,0,3,1,4,4,0,1,1,2,1,1,1,0,1
1893,,,,4,2,4,3,0,4,2,0,2,1,2,0,4,1,4,4,4
1894,,,,0,4,2,3,0,3,4,2,0,0,4,0,3,3,0,2,0
1895,,,,4,0,2,3,3,0,2,1,4,3,0,1,2,4,2,2,2
1896,,,,3,3,4,2,4,3,1,4,4,0,3,0,3,1,1,3,2
1897,,,,0,3,0,0,2,1,4,4,1,3,3,0,3,2,1,1,4
1898,,,,0,3,4,1,0,0,4,4,0,4,3,3,3,1,3,3,4
1899,,,,4,4,1,2,2,1,1,4,1,0,3,1,1,3,4,2,0
1900,,,,1,2,1,1,2,4,4,4,4,3,4,3,0,4,4,0,3
1901,,,,0,4,4,4,3,0,1,4,4,0,2,4,0,3,1,2,2
1902,,,,4,1,4,2,0,2,1,3,0,1,0,4,1,0,3,3,3
1903,,,,0,0,2,3,2,4,0,3,1,2,2,2,4,1,3,2,1
1904,,,,3,3,1,0,0,0,2,2,0,4,2,4,2,1,2,0,1
1905,,,,3,2,2,1,0,1,3,4,4,1,4,3,2,1,1,3,1
1906,,,,0,3,0,3,2,2,3,0,4,2,2,2,2,4,1,1,1
1907,,,,0,0,3,2,4,3,2,1,2,1,3,0,2,1,1,2,1
1908,,,,3,1,0,0,4,0,4,1,3,1,1,0,3,4,3,0,2
1909,,,,3,2,1,1,2,4,1,3,1,0,4,3,0,3,3,4,4
1910,,,,0,1,3,0,1,1,1,4,3,3,4,3,0,2,1,3,2
1911,,,,0,4,4,0,3,2,1,4,4,0,3,2,3,1,3,1,4
1912,,,,3,3,2,0,0,0,2,4,4,1,1,1,4,0,3,3,0
1913,,,,1,1,1,4,4,3,0,0,2,2,4,2,2,4,3,3,1
1914,,,,0,4,2,1,2,0,3,4,2,0,1,2,0,0,1,0,2
1915,,,,2,1,1,4,1,4,4,1,2,2,2,3,4,3,1,0,3
1916,,,,2,3,0,1,3,4,1,3,3,0,3,4,3,3,2,0,2
1917,,,,0,3,0,1,0,2,3,4,4,2,2,0,1,1,0,0,4
1918,,,,4,0,0,2,0,1,0,3,2,2,0,3,4,3,4,1,0
1919,,,,4,0,2,4,2,3,2,0,1,4,1,0,2,0,0,4,4
1920,,,,1,4,2,1,4,3,2,3,3,1,1,3,4,0,4,3,1
1921,,,,1,4,2,3,4,4,2,2,4,2,2,4,2,0,4,1,0
1922,,,,1,1,4,1,4,4,2,1,0,2,1,2,4,0,1,4,0
1923,,,,0,1,3,4,1,1,2,0,2,1,2,4,4,4,1,3,0
1924,,,,1,3,1,3,3,1,2,2,3,4,0,0,3,1,4,4,4
1925,,,,2,4,4,1,1,3,2,1,4,2,0,4,4,1,1,0,0
1926,,,,4,3,3,3,2,4,2,3,4,3,3,3,1,3,4,0,0
1927,,,,0,4,0,0,1,0,2,1,0,0,4,1,4,3,2,1,2
1928,,,,4,0,1,2,4,2,1,1,2,3,1,1,2,0,1,0,2
1929,,,,2,1,0,1,3,4,3,3,2,1,4,3,2,4,3,2,4
1930,,,,4,4,3,2,1,3,4,3,2,4,0,4,3,1,2,4,3
1931,,,,1,4,2,2,4,0,4,4,1,0,1,1,2,4,1,4,3
1932,,,,4,1,3,4,3,3,3,4,3,0,0,2,3,0,2,0,4
1933,,,,2,4,2,4,4,3,3,1,4,0,0,0,2,4,3,0,1
1934,,,,2,1,0,3,0,1,3,3,0,3,3,4,1,0,1,0,0
1935,,,,0,3,4,2,1,1,0,0,4,1,2,3,3,0,0,0,3
1936,,,,2,2,0,1,2,0,1,2,1,2,0,3,2,1,1,1,2
1937,,,,2,3,1,1,2,1,2,2,3,2,0,0,2,3,1,0,0
1938,,,,3,2,2,0,1,1,3,4,3,3,2,0,0,0,4,2,4
1939,,,,4,4,4,1,3,4,3,2,3,3,4,0,2,2,1,4,2
1940,,,,4,3,0,2,1,2,1,2,3,3,1,4,2,3,4,2,3
1941,,,,2,1,4,0,3,2,0,3,2,2,2,1,3,3,4,2,3
1942,,,,3,4,3,4,2,4,2,3,0,3,1,0,4,2,4,1,2
1943,,,,4,4,3,3,0,1,2,2,4,3,1,3,3,0,4,4,4
1944,,,,1,1,4,4,1,2,0,2,4,1,4,1,1,4,2,3,4
1945,,,,4,1,3,4,3,3,2,3,0,3,1,1,4,2,0,1,0
1946,,,,3,3,4,1,0,3,2,3,1,1,3,0,0,0,3,3,3
1947,,,,4,2,3,4,3,0,4,0,3,0,4,3,1,2,0,2,1
1948,,,,0,0,4,2,1,1,2,4,3,0,4,0,1,4,2,4,4
1949,,,,3,0,2,4,4,4,0,3,0,2,0,2,0,1,0,0,0
1950,,,,1,2,2,4,0,3,2,2,0,2,0,4,3,3,0,2,3
1951,,,,3,1,1,4,4,1,3,0,1,4,3,0,0,0,0,1,2
1952,,,,0,3,0,1,3,0,1,3,3,0,2,4,2,4,3,3,1
1953,,,,0,0,4,4,3,1,2,2,2,2,4,4,3,3,4,2,2
1954,,,,1,1,3,3,1,4,2,1,2,0,2,3,2,0,0,0,3
1955,,,,2,3,4,1,1,3,0,1,0,4,0,0,4,4,3,2,3
1956,,,,2,1,2,2,0,0,2,3,1,0,2,3,0,0,4,1,3
1957,,,,1,3,2,2,0,2,4,1,4,2,4,3,1,4,3,2,2
1958,,,,1,1,4,0,3,1,1,2,3,1,4,4,1,1,4,3,0
1959,,,,4,3,0,3,3,2,2,4,2,2,2,0,1,1,3,2,0
1960,,,,2,3,4,1,4,1,2,1,0,4,3,0,1,4,3,4,4
1961,,,,0,0,3,1,3,4,0,3,4,0,1,3,3,3,1,1,0
1962,,,,4,1,4,2,4,4,1,4,3,0,0,1,3,0,1,0,0
1963,,,,2,4,2,3,0,2,1,2,4,2,4,3,2,4,0,4,3
1964,,,,0,2,2,4,1,0,4,4,4,4,0,3,1,2,0,2,2
1965,,,,4,4,1,4,4,1,3,2,0,2,0,1,2,4,1,2,0
1966,,,,0,0,2,4,1,4,3,0,1,1,0,3,4,3,3,0,3
1967,,,,3,1,3,0,3,0,1,3,4,4,4,4,3,2,3,0,2
1968,,,,3,2,1,2,3,1,0,4,4,2,1,0,2,3,3,0,2
1969,,,,0,3,4,1,3,0,0,4,3,1,3,2,1,4,2,4,2
1970,,,,1,1,1,4,0,0,1,3,2,3,4,0,0,4,4,2,0
1971,,,,4,2,2,1,3,3,4,0,0,3,2,3,4,3,1,2,0
1972,,,,4,0,2,0,1,3,3,3,1,0,2,0,3,0,2,3,4
1973,,,,3,3,4,3,4,0,0,3,0,2,3,0,3,4,3,0,3
1974,,,,0,3,2,2,3,3,3,1,1,0,4,4,0,3,0,3,0
1975,,,,1,2,2,3,0,0,1,2,2,1,4,1,2,1,2,1,4
1976,,,,1,0,1,2,2,2,2,0,3,2,2,2,3,3,1,3,0
1977,,,,3,0,1,2,0,2,0,3,3,3,2,2,2,2,4,0,0
1978,,,,0,4,0,4,3,1,1,1,2,4,3,0,0,2,1,1,3
1979,,,,0,1,3,2,0,0,0,2,0,4,3,2,3,1,1,3,3
1980,,,,2,1,2,1,3,0,2,2,4,0,1,1,3,2,4,1,4
1981,,,,4,0,3,0,2,0,1,3,3,4,3,4,3,0,4,2,0
1982,,,,3,2,2,4,2,2,3,3,1,3,0,4,2,4,4,1,0
1983,,,,2,2,1,0,3,0,2,0,0,1,0,1,0,4,3,2,2
1984,,,,4,2,1,4,4,2,1,2,1,2,1,1,3,0,4,3,3
1985,,,,1,3,0,1,1,4,4,4,1,4,2,0,2,1,3,4,1
1986,,,,4,0,1,1,2,4,2,2,2,0,2,4,4,3,1,2,4
1987,,,,0,1,1,0,4,1,0,3,0,0,2,3,2,3,1,0,1
1988,,,,0,3,3,4,2,2,4,1,2,1,0,4,4,0,0,0,3
1989,,,,0,1,2,2,2,1,0,0,3,4,3,3,2,4,2,2,1
1990,,,,0,3,0,1,3,3,2,0,4,3,1,4,1,2,2,4,2
1991,,,,3,2,1,0,1,0,1,1,2,2,2,3,0,0,3,4,1
1992,,,,0,3,0,2,0,4,0,2,0,0,3,2,0,1,3,0,0
1993,,,,0,3,0,2,3,1,0,1,3,3,3,4,2,2,3,4,2
1994,,,,0,3,1,4,2,2,2,2,1,0,3,1,3,1,0,3,4
1995,,,,4,2,0,4,0,2,0,4,1,1,0,0,3,4,1,3,0
1996,,,,3,1,3,0,2,1,3,1,0,0,0,2,1,0,1,4,3
1997,,,,1,2,1,2,2,0,1,1,4,3,1,4,3,1,3,4,3
1998,,,,4,2,3,1,4,1,1,1,2,1,0,1,0,0,3,3,3
1999,,,,3,0,0,1,0,3,2,3,1,4,2,3,1,1,1,0,4
2000,,,,3,2,4,4,4,1,1,1,0,2,1,3,1,4,3,0,2
2001,,,,1,1,2,3,1,4,2,1,1,0,1,4,0,4,4,3,2
2002,,,,0,4,2,0,3,0,1,1,1,4,1,4,3,3,2,3,0
2003,,,,1,0,4,4,0,2,0,3,2,0,1,1,4,3,3,3,3
2004,,,,3,1,1,4,0,4,2,0,1,2,2,2,3,1,2,1,2
2005,,,,1,0,3,0,0,4,2,3,2,1,2,2,2,0,1,3,0
2006,,,,0,2,3,1,1,4,4,3,0,4,0,0,3,0,4,0,3
2007,,,,1,3,1,0,0,1,3,4,1,3,1,2,1,1,0,2,4
2008,,,,2,0,1,2,2,4,1,3,2,3,3,4,0,1,1,2,2
2009,,,,1,3,1,4,0,0,2,1,1,4,4,1,2,2,2,1,4
2010,,,,0,0,0,4,0,2,0,4,4,2,1,4,4,2,4,3,0
2011,,,,3,4,3,1,1,2,3,0,1,2,4,3,2,4,4,4,3
2012,,,,2,4,3,3,0,1,2,0,1,0,4,1,0,1,4,3,3
2013,,,,4,3,4,0,2,4,4,0,0,1,3,0,1,4,1,3,0
2014,,,,2,4,2,4,2,4,2,0,4,4,3,0,2,0,1,2,4
2015,,,,4,4,4,4,1,4,4,4,3,3,1,1,0,2,0,1,1
2016,,,,0,3,3,3,2,4,3,4,1,2,1,4,4,2,1,2,0
2017,,,,0,0,4,1,4,3,3,3,3,1,2,2,0,3,2,3,2
2018,,,,0,0,3,3,4,1,1,4,1,4,2,2,4,3,0,3,4
2019,,,,0,4,2,2,1,1,2,0,4,1,0,3,1,2,1,1,4
2020,,,,0,1,4,1,4,2,4,4,1,3,1,1,2,0,1,0,1
2021,,,,3,1,1,3,0,1,3,2,1,3,2,4,4,3,4,4,1
2022,,,,1,1,4,4,1,1,1,3,0,0,0,2,1,3,1,1,4
2023,,,,1,3,3,1,4,0,0,2,1,4,0,0,3,4,2,0,2
2024,,,,4,2,1,1,3,3,4,0,2,1,0,0,0,0,0,3,3
2025,,,,1,1,0,2,0,0,3,4,0,1,3,1,3,4,1,4,2
2026,,,,3,1,2,0,0,2,3,4,0,1,0,0,3,1,2,1,3
2027,,,,0,1,2,1,1,3,3,4,0,0,3,3,1,4,3,4,3
2028,,,,2,3,3,0,0,3,2,3,0,0,2,4,2,0,1,1,2
2029,,,,1,0,1,4,2,1,0,4,0,2,2,2,4,3,1,4,2
2030,,,,4,4,1,4,4,2,4,3,4,2,1,0,1,4,2,3,4
2031,,,,1,4,1,0,1,2,3,0,2,3,2,1,3,0,2,2,1
2032,,,,4,0,1,3,1,2,0,4,4,0,4,1,2,1,2,4,0
2033,,,,0,1,1,0,1,3,2,1,4,4,1,0,4,0,4,4,4
2034,,,,1,1,2,4,4,0,0,4,1,2,0,4,2,2,2,2,4
2035,,,,2,0,1,3,3,2,1,0,2,0,2,1,1,1,4,4,1
2036,,,,1,0,4,3,1,3,3,3,4,3,2,3,4,4,2,2,2
2037,,,,1,1,4,0,4,1,2,3,3,0,2,4,3,0,3,3,0
2038,,,,0,3,1,1,0,1,3,3,1,0,2,3,0,0,3,4,4
2039,,,,1,3,0,3,0,4,3,0,3,1,4,2,0,3,1,3,0
2040,,,,2,3,3,4,3,3,2,2,1,3,0,4,1,0,3,2,4
2041,,,,0,0,2,3,1,1,1,1,1,0,1,1,3,1,3,3,3
2042,,,,3,2,3,3,2,2,3,4,4,1,2,4,1,2,2,2,4
2043,,,,1,0,3,3,0,2,4,3,3,2,0,2,2,1,3,0,2
2044,,,,1,3,1,1,4,2,0,0,2,4,3,0,4,3,0,3,2
2045,,,,3,4,4,0,1,4,3,3,3,2,0,0,2,2,3,2,4
2046,,,,0,2,1,3,1,2,1,0,4,1,3,1,4,2,4,1,1
2047,,,,3,3,4,3,4,3,4,1,4,2,1,0,1,4,4,3,2
2048,,,,1,4,3,4,4,0,0,3,3,0,3,1,4,1,4,3,1
2049,,,,4,2,0,2,2,0,1,2,4,1,0,3,2,2,2,3,3
2050,,,,3,3,3,4,3,2,3,3,3,4,4,3,2,3,4,0,3
2051,,,,0,3,3,4,3,2,2,1,4,4,1,0,1,0,4,3,2
2052,,,,0,1,3,1,3,1,0,0,3,1,1,2,0,0,1,3,4
2053,,,,0,2,0,3,0,2,4,2,0,3,1,4,1,0,0,1,4
2054,,,,3,1,2,1,1,1,1,1,4,1,0,0,1,4,4,4,4
2055,,,,1,3,1,2,1,1,4,1,2,1,3,3,4,2,3,4,4
2056,,,,3,2,2,1,1,4,4,2,0,4,2,2,1,3,3,1,0
2057,,,,2,2,0,4,4,3,3,3,4,3,0,2,3,4,4,0,0
2058,,,,2,0,1,0,2,3,4,2,4,1,2,3,3,0,1,2,1
2059,,,,1,2,4,0,2,0,1,2,2,1,0,1,1,1,0,0,1
2060,,,,2,1,2,4,3,1,2,0,0,0,1,1,0,0,2,2,4
2061,,,,1,4,4,2,2,3,0,3,4,1,4,1,1,2,2,3,4
2062,,,,1,2,4,0,3,2,1,3,0,1,2,0,1,1,0,4,0
2063,,,,2,3,3,2,1,1,1,1,0,3,0,2,0,2,0,4,4
2064,,,,2,4,4,0,1,0,3,1,0,2,0,4,1,4,2,3,3
2065,,,,2,4,4,0,2,2,2,0,2,1,4,0,4,3,3,0,2
2066,,,,4,2,4,4,2,0,1,2,0,2,0,1,0,1,3,3,2
2067,,,,0,1,2,3,1,2,3,3,0,1,0,3,0,0,1,0,2
2068,,,,2,0,4,1,2,0,0,0,1,4,1,0,0,1,0,0,1
2069,,,,1,0,2,1,3,3,4,1,4,4,3,3,4,2,3,4,4
2070,,,,1,0,0,2,1,2,1,4,1,3,1,1,0,1,4,1,4
2071,,,,1,4,3,1,2,2,0,2,3,3,0,3,2,0,2,1,1
2072,,,,0,1,0,0,4,4,1,3,0,1,4,0,2,1,1,4,2
2073,,,,0,3,4,0,4,0,3,1,0,2,2,0,3,4,1,3,1
2074,,,,4,2,2,1,3,3,0,2,3,0,0,4,4,4,1,0,2
2075,,,,1,0,2,4,2,4,3,1,3,3,4,2,4,4,1,4,3
2076,,,,4,4,4,3,4,4,3,3,4,4,0,0,2,2,0,4,3
2077,,,,0,0,2,1,2,4,2,4,4,0,3,2,3,2,0,2,1
2078,,,,2,0,0,0,3,3,1,2,0,0,1,0,1,4,3,3,4
2079,,,,0,3,2,1,4,3,3,4,4,0,1,0,2,1,2,3,4
2080,,,,1,2,1,4,3,3,2,3,3,0,1,4,1,2,0,1,2
2081,,,,1,2,2,4,4,1,2,0,1,2,1,3,1,1,2,1,0
2082,,,,2,0,3,1,4,4,1,4,3,0,2,0,3,0,4,3,1
2083,,,,3,3,4,0,2,3,1,3,3,0,3,3,1,4,4,2,4
2084,,,,0,2,0,1,4,4,3,2,2,0,4,3,2,2,3,0,3
2085,,,,1,0,0,3,2,2,2,0,2,0,4,4,4,3,1,0,4
2086,,,,4,1,2,3,4,0,0,3,3,1,2,1,1,4,3,4,1
2087,,,,0,3,0,3,0,3,3,0,3,3,0,4,3,4,0,4,2
2088,,,,0,4,1,1,4,0,1,2,3,1,4,0,0,1,1,2,0
2089,,,,0,1,1,3,3,2,1,0,0,1,2,2,1,1,1,4,1
2090,,,,3,1,3,2,0,4,1,2,1,4,0,1,4,3,0,1,3
2091,,,,4,3,0,0,2,4,4,0,3,0,2,0,2,4,3,2,3
2092,,,,3,3,3,1,2,4,4,3,4,0,4,0,2,3,1,1,0
2093,,,,1,3,4,2,2,1,3,0,2,2,0,2,2,3,0,3,3
2094,,,,3,2,0,2,4,1,0,1,1,1,1,2,0,0,3,0,0
2095,,,,4,2,1,3,1,3,1,2,2,2,0,4,2,1,4,4,4
2096,,,,0,0,0,2,0,4,2,2,2,2,3,1,3,3,3,3,4
2097,,,,3,3,3,1,4,4,2,3,2,1,1,2,3,1,2,0,2
2098,,,,2,2,4,4,4,0,4,3,1,1,3,2,4,1,4,3,2
2099,,,,1,0,2,1,2,4,0,4,1,2,2,3,0,4,2,2,0
2100,,,,3,4,2,0,2,3,0,4,2,1,0,3,2,1,4,3,3
2101,,,,3,3,3,4,3,4,3,4,1,2,4,4,4,0,0,3,0
2102,,,,1,2,1,0,1,1,1,3,1,0,0,0,1,3,3,2,2
2103,,,,1,0,2,3,2,0,1,2,4,0,0,1,2,4,4,4,4
2104,,,,4,1,2,3,4,0,3,3,0,3,4,0,1,0,0,2,2
2105,,,,3,4,2,4,1,2,4,1,0,2,2,0,4,2,2,1,3
